,Unnamed: 0,Source,Author,Title,URL,date,content
154,154,CNN,Stephen Collinson,New glimpse into documents case suggests a fateful new reckoning is looming over Trump,https://www.cnn.com/2023/05/18/politics/donald-trump-documents-classified-2024/index.html,2023-05-18T04:30:23Z,"Latest revelations from the special counsels probe into ex-President Donald Trumps handling of classified documents deepen a sense that a grave political moment is approaching.
An exclusive CNN repo… [+10205 chars]"
155,155,CNN,Simone McCarthy,China woos Central Asia as Ukraine war weakens Russian influence,https://www.cnn.com/2023/05/18/china/china-central-asian-states-summit-xian-xi-jinping-intl-hnk/index.html,2023-05-18T07:21:09Z,Chinese leader Xi Jinping is rolling out the red carpet for Central Asian nations this week as Beijing attempts to expand its reach into a region that long been regarded as Russias sphere of influenc… [+7672 chars]
156,156,CNN,Oliver Darcy,"Christiane Amanpour voices dissent over Trump town hall, says she had 'very robust exchange' with CNN chief",https://www.cnn.com/2023/05/18/media/christiane-amanpour-trump-town-hall-reliable-sources/index.html,2023-05-18T04:05:07Z,"Editors Note: A version of this article first appeared in the Reliable Sources newsletter. Sign up for the daily digest chronicling the evolving media landscape here.
It has been one week since CNNs… [+5215 chars]"
157,157,CNN,Annie Grayer,House GOP passes pro-law enforcement bills as party weighs DOJ and FBI funding cuts,https://www.cnn.com/2023/05/17/politics/house-republicans-law-enforcement-bills/index.html,2023-05-18T01:55:25Z,"House Republicans are taking up a series of pro-law enforcement bills this week, as the party grapples with cutting funding to federal law enforcement agencies. 
On Wednesday, the House passed a pai… [+4288 chars]"
158,158,CNN,Zachary B. Wolf,Banning TikTok vs. protecting Twitter,https://www.cnn.com/2023/05/18/politics/tiktok-ban-twitter-free-speech-what-matters/index.html,2023-05-18T21:10:21Z,"A version of this story appears in CNNs What Matters newsletter. To get it in your inbox, sign up for free here.
A state is banning TikTok. 
The Supreme Court is protecting Twitter from being held … [+6693 chars]"
159,159,CNN,"Andy Rose,Jack Forrest",Texas sends ban on gender-affirming care for minors to governor's desk,https://www.cnn.com/2023/05/18/politics/texas-gender-affirming-care-ban/index.html,2023-05-18T12:31:58Z,"The Texas legislature Wednesday night voted to ban gender-affirming care for most minors, sending a bill to the governors desk that, if enacted, would put critical health care out of reach for transg… [+2717 chars]"
160,160,CNN,Helen Regan,Myanmar junta travel restrictions are holding up vital aid to cyclone-hit communities,https://www.cnn.com/2023/05/18/asia/cyclone-mocha-aid-restrictions-myanmar-intl-hnk/index.html,2023-05-18T08:57:39Z,Myanmars military junta is holding up humanitarian access to some cyclone-hit communities in western Rakhine state after Cyclone Mocha devastated the lives and livelihoods of millions of people in th… [+6821 chars]
161,161,CNN,Kaanita Iyer,Robert F. Kennedy Jr. picks former Rep. Dennis Kucinich as his campaign manager,https://www.cnn.com/2023/05/18/politics/robert-kennedy-dennis-kucinich-campaign-manager/index.html,2023-05-18T19:26:41Z,"Democratic presidential candidate Robert F. Kennedy Jr. has selected former Ohio Rep. Dennis Kucinich as his campaign manager. 
In a statement Thursday, Kennedy described Kucinich, a two-time Democr… [+2822 chars]"
162,162,CNN,Eric Bradner,Kentucky governor's race will test-drive 2024 messages,https://www.cnn.com/2023/05/18/politics/kentucky-governor-beshear-cameron-2024/index.html,2023-05-18T10:05:22Z,"The biggest governors race of 2023 began to take shape this week, as Kentuckys attorney general and now Republican gubernatorial nominee Daniel Cameron and his allies began previewing their lines of … [+5309 chars]"
163,163,CNN,Jeanne Sahadi,How top execs get a bigger tax break on retirement savings than the rest of us,https://www.cnn.com/2023/05/18/success/retirement-savings-ceos-workers/index.html,2023-05-18T14:14:52Z,"Imagine if just one of your retirement income sources could let you live on $100,000 to $1 million a month. 
For the highest-paid executives and board chairs at many S&amp;P 500 companies, thats not… [+5144 chars]"
164,164,CNN,"Steve Contorno,Kristen Holmes","DeSantis is angling to run to the right of Trump on abortion, guns and more",https://www.cnn.com/2023/05/18/politics/desantis-trump-issues/index.html,2023-05-18T11:00:07Z,"Florida Gov. Ron DeSantis has said little publicly about the six-week abortion ban he signed this year or about former President Donald Trump. 
On Tuesday, he broke his silence on both.
Responding … [+11238 chars]"
165,165,CNN,Annie Grayer,House GOP passes pro-law enforcement bills as party weighs DOJ and FBI funding cuts,https://www.cnn.com/2023/05/17/politics/house-republicans-law-enforcement-bills/index.html,2023-05-18T01:55:25Z,"House Republicans are taking up a series of pro-law enforcement bills this week, as the party grapples with cutting funding to federal law enforcement agencies. 
On Wednesday, the House passed a pai… [+4288 chars]"
166,166,CNN,Shania Shelton,Yemi Mobolade will become Colorado Springs' first elected Black mayor,https://www.cnn.com/2023/05/17/politics/yemi-mobolade-colorado-spring-mayor/index.html,2023-05-18T00:20:08Z,"Political newcomer Yemi Mobolade will become Colorado Springs first elected Black mayor defeating Republican Wayne Williams in Tuesdays runoff election. 
We stand on a mountain of a new era in our c… [+1284 chars]"
167,167,CNN,"Kaanita Iyer,Paradise Afshar",Nevada GOP governor vetoes gun control measures,https://www.cnn.com/2023/05/17/politics/nevada-gun-control-veto-governor-joe-lombardo/index.html,2023-05-18T02:24:22Z,"Nevada Republican Gov. Joe Lombardo on Wednesday vetoed three Democratic-led gun control bills that attempted to increase the age to possess certain firearms and restrict who can obtain them. 
I wil… [+3699 chars]"
168,168,CNN,Eric Bradner,Kentucky governor's race will test-drive 2024 messages,https://www.cnn.com/2023/05/18/politics/kentucky-governor-beshear-cameron-2024/index.html,2023-05-18T10:05:22Z,"The biggest governors race of 2023 began to take shape this week, as Kentuckys attorney general and now Republican gubernatorial nominee Daniel Cameron and his allies began previewing their lines of … [+5309 chars]"
169,169,CNN,"Alayna Treene,Annie Grayer",GOP committee chairs demand documents from CIA related to public statement from ex-intel officials questioning Hunter Biden laptop story,https://www.cnn.com/2023/05/17/politics/jim-jordan-mike-turner-cia-hunter-biden-laptop/index.html,2023-05-18T00:58:04Z,"Two Republican committee chairs are demanding the Central Intelligence Agency turn over a series of documents from an investigation related to the presidents son Hunter Biden. 
In a letter sent to C… [+2669 chars]"
170,170,CNN,"Manu Raju,Jessica Dean","Feinstein's office confirms broader health complications, contradicting senator's denial",https://www.cnn.com/2023/05/18/politics/dianne-feinstein-shingles-complications/index.html,2023-05-18T21:04:15Z,"Sen. Dianne Feinsteins office confirmed on Thursday that the California Democrat experienced broader health complications following her shingles diagnosis, contradicting an earlier denial from the se… [+1878 chars]"
171,171,CNN,"Lauren Fox,Jeremy Diamond",Biden-McCarthy: The untested relationship at the center of debt ceiling talks,https://www.cnn.com/2023/05/18/politics/kevin-mccarthy-debt-ceiling-talks-biden/index.html,2023-05-18T16:00:13Z,"For the first time in months, President Joe Biden and House Speaker Kevin McCarthy appear to be on the same page: The country cannot default on its debt and a compromise has to be reached to avert th… [+11564 chars]"
172,172,CNN,Kristen Holmes,North Dakota Gov. Doug Burgum seriously considering bid for 2024 GOP presidential nod,https://www.cnn.com/2023/05/18/politics/doug-burgum-president-2024-north-dakota/index.html,2023-05-18T14:31:58Z,"North Dakota Gov. Doug Burgum is seriously mulling a bid for the 2024 Republican presidential nomination, a source familiar with his plans told CNN.
Burgum suggested earlier this month that he was c… [+825 chars]"
173,173,CNN,Alexandra Meeks,"5 things to know for May 18: G7 summit, TikTok, Classified docs, Gun control, Florida",https://www.cnn.com/2023/05/18/us/five-things-may-18-trnd/index.html,2023-05-18T11:03:58Z,Legal notices have been sent to several popular athletic wear brands after testing showed their clothing could expose wearers to up to 40 times the safe limit of BPA a toxic chemical compound used to… [+6000 chars]
174,174,CNN,"Annie Grayer,Alayna Treene,Sara Murray",Jim Jordan's FBI whistleblowers to testify publicly before Congress as questions about their legitimacy remain,https://www.cnn.com/2023/05/18/politics/whistleblower-hearing-jim-jordan/index.html,2023-05-18T11:59:02Z,"Three self-described FBI whistleblowers who are key to the Republican narrative that the FBI is weaponized against conservatives will testify in a House hearing on Thursday, the latest escalation of … [+8313 chars]"
175,175,CNN,"Steve Contorno,Kristen Holmes","DeSantis is angling to run to the right of Trump on abortion, guns and more",https://www.cnn.com/2023/05/18/politics/desantis-trump-issues/index.html,2023-05-18T11:00:07Z,"Florida Gov. Ron DeSantis has said little publicly about the six-week abortion ban he signed this year or about former President Donald Trump. 
On Tuesday, he broke his silence on both.
Responding … [+11238 chars]"
176,176,CNN,"Maegan Vazquez,Manu Raju,Haley Talbot,Nicky Robertson",McCarthy and Schumer optimistic about the state of debt talks,https://www.cnn.com/2023/05/18/politics/debt-ceiling-talks-optimism/index.html,2023-05-18T19:15:06Z,"Two days after his second recent meeting in the Oval Office to discuss raising the debt ceiling, House Speaker Kevin McCarthy sounded positive about the direction of debt limit talks, telling CNN he … [+7387 chars]"
177,177,CNN,Stephen Collinson,New glimpse into documents case suggests a fateful new reckoning is looming over Trump,https://www.cnn.com/2023/05/18/politics/donald-trump-documents-classified-2024/index.html,2023-05-18T04:30:23Z,"Latest revelations from the special counsels probe into ex-President Donald Trumps handling of classified documents deepen a sense that a grave political moment is approaching.
An exclusive CNN repo… [+10205 chars]"
178,178,CNN,"Kocha Olarn,Helen Regan,Alex Stambaugh",Thai opposition parties form coalition to take on military establishment,https://www.cnn.com/2023/05/18/asia/thailand-election-move-forward-coalition-agreed-intl-hnk/index.html,2023-05-18T06:07:14Z,Opposition parties intent on preventingthe military establishment from remaining in power in Thailand have formed a coalition with the hopes of forming a new government that could radically transform… [+2866 chars]
179,179,CNN,Elisabeth Buchwald,Angry lawmakers accuse Fed of inaction in insider trading investigation,https://www.cnn.com/2023/05/17/business/fed-trading-investigation/index.html,2023-05-18T01:02:17Z,"Congressional lawmakers grilled Federal Reserve Inspector General Mark Bialek Wednesday over possible insider trading among Fed officials in 2020, accusing the nations central bank of inaction.
The … [+2189 chars]"
180,180,CNN,Oliver Darcy,"Christiane Amanpour voices dissent over Trump town hall, says she had 'very robust exchange' with CNN chief",https://www.cnn.com/2023/05/18/media/christiane-amanpour-trump-town-hall-reliable-sources/index.html,2023-05-18T04:05:07Z,"Editors Note: A version of this article first appeared in the Reliable Sources newsletter. Sign up for the daily digest chronicling the evolving media landscape here.
It has been one week since CNNs… [+5215 chars]"
181,181,CNN,Donald Judd,Biden administration announces new program aimed at reducing homelessness,https://www.cnn.com/2023/05/18/politics/white-house-announces-all-inside-program/index.html,2023-05-18T16:11:07Z,"The Biden administration announced new steps Thursday to assist the nations unsheltered population, launching a new initiative accelerating local efforts in six of the nations most populous cities as… [+4231 chars]"
182,182,CNN,Brian Fung,US senator introduces bill to create a federal agency to regulate AI,https://www.cnn.com/2023/05/18/tech/bennet-digital-regulator-bill-ai-provisions/index.html,2023-05-18T09:00:14Z,"Days after OpenAI CEO Sam Altman testified in front of Congress and proposed creating a new federal agency to regulate artificial intelligence, a US senator has introduced a bill to do just that.
On… [+3835 chars]"
183,183,CNN,"Andy Rose,Jack Forrest",Texas sends ban on gender-affirming care for minors to governor's desk,https://www.cnn.com/2023/05/18/politics/texas-gender-affirming-care-ban/index.html,2023-05-18T12:31:58Z,"The Texas legislature Wednesday night voted to ban gender-affirming care for most minors, sending a bill to the governors desk that, if enacted, would put critical health care out of reach for transg… [+2717 chars]"
184,184,CNN,Kaanita Iyer,Robert F. Kennedy Jr. picks former Rep. Dennis Kucinich as his campaign manager,https://www.cnn.com/2023/05/18/politics/robert-kennedy-dennis-kucinich-campaign-manager/index.html,2023-05-18T19:26:41Z,"Democratic presidential candidate Robert F. Kennedy Jr. has selected former Ohio Rep. Dennis Kucinich as his campaign manager. 
In a statement Thursday, Kennedy described Kucinich, a two-time Democr… [+2822 chars]"
185,185,CNN,"Jennifer Hansler,Kylie Atwood",Family of Navy officer in Japanese prison hopes for resolution to case,https://www.cnn.com/2023/05/18/politics/alkonis-letter-japan/index.html,2023-05-18T20:32:48Z,"The family and friends of a US Navy officer jailed in Japan hope that President Joe Bidens trip to the nation for the G7 summit will yield progress in his case, particularly after he penned a handwri… [+4136 chars]"
186,186,CNN,Joan Biskupic,Behind the scenes in 2000 when Supreme Court liberals thought Nazi and Dred Scott references in gay rights dissent were distracting,https://www.cnn.com/2023/05/18/politics/gay-rights-stevens-ginsburg-supreme-court-boy-scouts/index.html,2023-05-18T09:00:43Z,"As he began writing an angry dissent in a gay rights case 23 years ago, Supreme Court Justice John Paul Stevens was comparing the majoritys decision against a gay man to Nazi persecution. 
What is t… [+16052 chars]"
187,187,CNN,"Natasha Bertrand,Kylie Atwood,Oren Liebermann",US signals to allies it won't block their export of F-16 jets to Ukraine,https://www.cnn.com/2023/05/18/politics/us-allies-f-16-jets-ukraine/index.html,2023-05-18T21:09:56Z,"The Biden administration has signaled to European allies in recent weeks that the US would allow them to export F-16 fighter jets to Ukraine, sources familiar with the discussions said, as the White … [+6312 chars]"
188,188,CNN,Dan Heching,Here's what some 'Drag Race' queens have to say about the anti-drag and anti-trans laws cropping up,https://www.cnn.com/2023/05/18/entertainment/rupauls-drag-race-drag-con/index.html,2023-05-18T23:00:25Z,"An original reality competition series featuring drag queens might seem like a no-brainer today, but when RuPauls Drag Race debuted in 2009 on Logo TV, no one could have guessed that the show would s… [+6509 chars]"
189,189,CNN,"Jeff Zeleny,Steve Contorno",DeSantis expected to enter 2024 presidential race next week | CNN Politics,https://www.cnn.com/2023/05/18/politics/desantis-announcement/index.html,2023-05-18T12:00:29Z,"Florida Gov. Ron DeSantis is expected to enter the 2024 presidential race next week, two Republicans familiar with the matter tell CNN. 
DeSantis will file paperwork next week with the Federal Elect… [+879 chars]"
190,190,CNN,Natasha Chen,First union of strippers in a decade expected to form this week | CNN Business,https://www.cnn.com/2023/05/18/business/stripper-union-california/index.html,2023-05-18T21:00:13Z,"Strippers from the Star Garden Topless Dive Bar in North Hollywood have unanimously won their union election, in a 17-0 vote, creating the first union of strippers in the United States in about a dec… [+1748 chars]"
191,191,CNN,"Allison Morrow,Natasha Chen",Disney is scrapping plans for a new Florida campus | CNN Business,https://www.cnn.com/2023/05/18/media/disney-florida-desantis/index.html,2023-05-18T18:45:57Z,"Disney is scrapping plans to build a new campus that would have brought thousands of employees to Florida, citing changing business conditions, according to a memo provided by a Disney spokesperson. … [+1421 chars]"
192,192,CNN,Alayna Treene,National Archives officials testify that every administration since Reagan has mishandled classified material,https://www.cnn.com/2023/05/17/politics/classified-documents-nara-former-presidents/index.html,2023-05-18T01:54:14Z,"Every administration since President Ronald Reagan has mishandled classified materials, including commingling classified and unclassified documents, National Archives officials told the House Intelli… [+3461 chars]"
193,193,CNN,Zachary B. Wolf,Banning TikTok vs. protecting Twitter,https://www.cnn.com/2023/05/18/politics/tiktok-ban-twitter-free-speech-what-matters/index.html,2023-05-18T21:10:21Z,"A version of this story appears in CNNs What Matters newsletter. To get it in your inbox, sign up for free here.
A state is banning TikTok. 
The Supreme Court is protecting Twitter from being held … [+6693 chars]"
194,194,CNN,Nicole Goodkind,Investors shouldn't ignore this recession indicator,https://www.cnn.com/2023/05/18/investing/premarket-stocks-trading/index.html,2023-05-18T11:54:53Z,A version of this story first appeared in CNN Business Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the s… [+5740 chars]
195,195,CNN,Kevin Liptak,Biden arrives in Japan for G7 starting with meeting with Japan's prime minister,https://www.cnn.com/2023/05/18/politics/biden-fumio-kishida-meeting-japan/index.html,2023-05-18T07:59:47Z,"President Joe Biden arrived in Japan on Thursday for a truncated Asia visit meant to bolster allies amid Chinas growing military and economic ambitions.
The trip, once planned for eight days, has be… [+3183 chars]"
196,196,CNN,Jeanne Sahadi,How top execs get a bigger tax break on retirement savings than the rest of us,https://www.cnn.com/2023/05/18/success/retirement-savings-ceos-workers/index.html,2023-05-18T14:14:52Z,"Imagine if just one of your retirement income sources could let you live on $100,000 to $1 million a month. 
For the highest-paid executives and board chairs at many S&amp;P 500 companies, thats not… [+5144 chars]"
197,197,CNN,Alexandra Meeks,"5 things to know for May 18: G7 summit, TikTok, Classified docs, Gun control, Florida",https://www.cnn.com/2023/05/18/us/five-things-may-18-trnd/index.html,2023-05-18T11:03:58Z,Legal notices have been sent to several popular athletic wear brands after testing showed their clothing could expose wearers to up to 40 times the safe limit of BPA a toxic chemical compound used to… [+6000 chars]
198,198,CNN,Donald Judd,Biden administration announces new program aimed at reducing homelessness,https://www.cnn.com/2023/05/18/politics/white-house-announces-all-inside-program/index.html,2023-05-18T16:11:07Z,"The Biden administration announced new steps Thursday to assist the nations unsheltered population, launching a new initiative accelerating local efforts in six of the nations most populous cities as… [+4231 chars]"
199,199,CNN,"Annie Grayer,Alayna Treene,Sara Murray",Jim Jordan's FBI whistleblowers to testify publicly before Congress as questions about their legitimacy remain,https://www.cnn.com/2023/05/18/politics/whistleblower-hearing-jim-jordan/index.html,2023-05-18T11:59:02Z,"Three self-described FBI whistleblowers who are key to the Republican narrative that the FBI is weaponized against conservatives will testify in a House hearing on Thursday, the latest escalation of … [+8313 chars]"
200,200,CNN,Stephen Collinson,New glimpse into documents case suggests a fateful new reckoning is looming over Trump,https://www.cnn.com/2023/05/18/politics/donald-trump-documents-classified-2024/index.html,2023-05-18T04:30:23Z,"Latest revelations from the special counsels probe into ex-President Donald Trumps handling of classified documents deepen a sense that a grave political moment is approaching.
An exclusive CNN repo… [+10205 chars]"
201,201,CNN,"Hadas Gold,Richard Allen Greene,Amir Tal",Contentious Flag March attracts thousands of Israelis to Jerusalem's Old City,https://www.cnn.com/2023/05/18/middleeast/jerusalem-day-flag-march-intl/index.html,2023-05-18T17:16:02Z,"Thousands of Israelis waving Star of David flags streamed into the Old City of Jerusalem Thursday, as part of a contentious march taking place at a time of high tensions in the region.
Some marchers… [+3022 chars]"
202,202,CNN,"Jennifer Hansler,Tara John",Chinese commerce minister to meet US counterpart in Washington next week,https://www.cnn.com/2023/05/18/politics/us-china-washington-wang-wentao-intl/index.html,2023-05-18T23:06:05Z,"Chinas Commerce Minister Wang Wentao will meet both US Commerce Secretary Gina Raimondo and US Trade Representative Katherine Tai next week, the Chinese Embassy said Thursday, as the United States an… [+3097 chars]"
203,203,CNN,Peter Valdes-Dapena,Hyundai and Kia agree to $200 million legal settlement over theft issues,https://www.cnn.com/2023/05/18/business/hyundai-kia-theft-settlement/index.html,2023-05-18T20:18:30Z,"Korean automakers Kia and Hyundai have agreed to an estimated $200 million class action legal settlement over claims that many of the companies cars and SUVs are much too easy to steal.
The settleme… [+3736 chars]"
204,204,CNN,Helen Regan,Myanmar junta travel restrictions are holding up vital aid to cyclone-hit communities,https://www.cnn.com/2023/05/18/asia/cyclone-mocha-aid-restrictions-myanmar-intl-hnk/index.html,2023-05-18T08:57:39Z,Myanmars military junta is holding up humanitarian access to some cyclone-hit communities in western Rakhine state after Cyclone Mocha devastated the lives and livelihoods of millions of people in th… [+6821 chars]
205,205,CNN,"Natasha Bertrand,Kylie Atwood,Oren Liebermann",US signals to allies it won't block their export of F-16 jets to Ukraine,https://www.cnn.com/2023/05/18/politics/us-allies-f-16-jets-ukraine/index.html,2023-05-18T21:09:56Z,"The Biden administration has signaled to European allies in recent weeks that the US would allow them to export F-16 fighter jets to Ukraine, sources familiar with the discussions said, as the White … [+6312 chars]"
206,206,CNN,Natasha Chen,First union of strippers in a decade expected to form this week | CNN Business,https://www.cnn.com/2023/05/18/business/stripper-union-california/index.html,2023-05-18T21:00:13Z,"Strippers from the Star Garden Topless Dive Bar in North Hollywood have unanimously won their union election, in a 17-0 vote, creating the first union of strippers in the United States in about a dec… [+1748 chars]"
207,207,CNN,Brian Fung,US senator introduces bill to create a federal agency to regulate AI,https://www.cnn.com/2023/05/18/tech/bennet-digital-regulator-bill-ai-provisions/index.html,2023-05-18T09:00:14Z,"Days after OpenAI CEO Sam Altman testified in front of Congress and proposed creating a new federal agency to regulate artificial intelligence, a US senator has introduced a bill to do just that.
On… [+3835 chars]"
208,208,CNN,Zachary B. Wolf,Banning TikTok vs. protecting Twitter,https://www.cnn.com/2023/05/18/politics/tiktok-ban-twitter-free-speech-what-matters/index.html,2023-05-18T21:10:21Z,"A version of this story appears in CNNs What Matters newsletter. To get it in your inbox, sign up for free here.
A state is banning TikTok. 
The Supreme Court is protecting Twitter from being held … [+6693 chars]"
209,209,CNN,Tom Page,"Africa may need its own central medicines agency, says Aspen Pharmacare CEO",https://www.cnn.com/2023/05/18/business/stephen-saad-aspen-pharmacare-spc-intl/index.html,2023-05-18T15:08:16Z,"When Africa needs medicines, all too often the continent must look abroad.
African nations consume about 25% of vaccines produced globally, but import nearly 99% of their supply, according to the Af… [+4656 chars]"
210,210,CNN,Deidre McPhillips,"US drug overdose deaths, fueled by synthetic opioids, hit a new high in 2022 | CNN",https://www.cnn.com/2023/05/18/health/drug-overdose-deaths-2022/index.html,2023-05-18T15:40:44Z,"Nearly 110,000 people died from drug overdoses in the United States in 2022, according to early estimates from the US Centers for Disease Control and Prevention.
Overdose deaths surged during the fi… [+1371 chars]"
211,211,CNN,"Sean Lyngaas,Zachary Cohen","FBI searched intelligence database for info on January 6 riot suspects, people arrested at George Floyd protests",https://www.cnn.com/2023/05/19/politics/fbi-database-january-6-george-floyd-protests/index.html,2023-05-19T23:19:12Z,"The FBI improperly searched an intelligence database for information on suspects in the January 6, 2021, US Capitol riot and people arrested at 2020 protests after the police killing of George Floyd,… [+2932 chars]"
212,212,CNN,Jennifer Hansler,Two employees of US Mission in Nigeria found 'alive and safe' days after convoy attack,https://www.cnn.com/2023/05/19/politics/us-convoy-nigeria-employees-found/index.html,2023-05-19T15:46:02Z,"Two employees of the US Mission in Nigeria have been found alive and safe days after an attack on a US convoy left seven others dead.
The US Mission in Nigeria said Friday that those two employees w… [+1554 chars]"
213,213,CNN,"Rosa Flores,Zoe Sottile",8-year-old who died in US Customs and Border Protection custody identified by the Honduran Foreign Ministry,https://www.cnn.com/2023/05/19/us/migrant-child-dead-us-border-patrol/index.html,2023-05-19T16:30:52Z,"The Honduran Foreign Ministry has identified the 8-year-old girl who died in US Customs and Border Protection custody in Harlingen, Texas, as Anadith Danay Reyes Alvarez.
Reyes died Wednesday at a H… [+1072 chars]"
214,214,CNN,Zenebou Sylla,"Jordan Neely, street artist who died from chokehold on a New York City subway, mourned at funeral in Harlem",https://www.cnn.com/2023/05/19/us/jordan-neely-funeral-harlem/index.html,2023-05-19T20:34:59Z,"Jordan Neely, the homeless street artist who was the victim of a fatal chokehold on a New York City subway, was remembered at his funeral Friday as a well known and loved performer.
Neely, 30, known… [+3395 chars]"
215,215,CNN,Christian Edwards,"""A problem in the political culture"": Serbians call for more than disarmament to end violence after mass shootings",https://www.cnn.com/2023/05/19/europe/serbia-mass-shootings-gun-violence-protests-intl/index.html,2023-05-19T14:37:35Z,"Two weeks after mass shootings shook their country, Serbians have surrendered more than 15,000 weapons, more than 2,500 explosive devices, and hundreds of thousands of rounds of ammunition, as part o… [+7715 chars]"
216,216,CNN,"Tamara Qiblawi,Isil Sariyuce",Erdogan hails 'special relationship' with Putin ahead of crucial Turkey runoff vote,https://www.cnn.com/2023/05/19/middleeast/turkey-president-recep-tayyip-erdogan-interview-mime-intl/index.html,2023-05-19T10:35:18Z,"Editors Note: A version of this story appears in CNNs Meanwhile in the Middle East newsletter, a three-times-a-week look inside the regions biggest stories. Sign up here.
Turkey has a special and gr… [+9222 chars]"
217,217,CNN,Lauren Mascarenhas,Patrick Brown is free after 29 years in prison for a crime prosecutors now say he didn't commit. His fight isn't over,https://www.cnn.com/2023/05/18/us/patrick-brown-wrongful-rape-conviction/index.html,2023-05-19T00:36:17Z,"When Patrick Brown walked out of a New Orleans courthouse last week a free man after spending 29 years in prison for a rape that even the victim says he didnt commit, he raised his hands toward the s… [+8206 chars]"
218,218,CNN,Carma Hassan,"Another death, more cases of vision loss linked to contaminated eye drops, CDC reports | CNN",https://www.cnn.com/2023/05/19/health/ezricare-eye-drops-recall-update/index.html,2023-05-19T18:21:15Z,"The US Centers for Disease Control and Prevention is reporting an additional death and six more cases of vision loss linked to infections from eye drops recalled due to bacterial contamination.
Four… [+2651 chars]"
